1.000000000000000000e+00,3.373743086105866240e+01
1.008016032064128265e+00,3.384969584938414755e+01
1.016032064128256529e+00,3.391057256813668630e+01
1.024048096192384794e+00,3.402477791736529866e+01
1.032064128256513058e+00,3.412685336834863392e+01
1.040080160320641323e+00,3.422152948851113763e+01
1.048096192384769587e+00,3.432577945246838169e+01
1.056112224448897852e+00,3.439839441027166345e+01
1.064128256513026116e+00,3.449637006345401602e+01
1.072144288577154381e+00,3.457756777116075853e+01
1.080160320641282645e+00,3.467069551007421069e+01
1.088176352705410910e+00,3.473342425563865277e+01
1.096192384769539174e+00,3.483757489336131385e+01
1.104208416833667439e+00,3.489929858483505853e+01
1.112224448897795481e+00,3.499015671768658819e+01
1.120240480961923746e+00,3.505507458520633435e+01
1.128256513026052010e+00,3.512216678047052909e+01
1.136272545090180275e+00,3.518599887743519616e+01
1.144288577154308539e+00,3.527082962190862503e+01
1.152304609218436804e+00,3.533579206656336424e+01
1.160320641282565068e+00,3.538477750091339402e+01
1.168336673346693333e+00,3.546392607189660140e+01
1.176352705410821597e+00,3.550204192306275530e+01
1.184368737474949862e+00,3.556021469781127564e+01
1.192384769539078126e+00,3.562104732948495212e+01
1.200400801603206391e+00,3.567705749184008113e+01
1.208416833667334656e+00,3.570021036953596649e+01
1.216432865731462920e+00,3.574753316412080295e+01
1.224448897795591185e+00,3.582117624297980285e+01
1.232464929859719449e+00,3.584652039999993889e+01
1.240480961923847714e+00,3.587927455716522473e+01
1.248496993987975978e+00,3.592983237423199228e+01
1.256513026052104243e+00,3.597289653284590827e+01
1.264529058116232507e+00,3.600091763313747606e+01
1.272545090180360772e+00,3.601989089605991268e+01
1.280561122244489036e+00,3.606000010655470334e+01
1.288577154308617079e+00,3.608556787152825507e+01
1.296593186372745343e+00,3.609425016037947387e+01
1.304609218436873608e+00,3.613856788696742228e+01
1.312625250501001872e+00,3.615933517784232976e+01
1.320641282565130137e+00,3.616884528482724193e+01
1.328657314629258401e+00,3.620620791946417683e+01
1.336673346693386666e+00,3.622134604726274176e+01
1.344689378757514930e+00,3.621934511230985265e+01
1.352705410821643195e+00,3.621887703302786576e+01
1.360721442885771459e+00,3.623306252624224300e+01
1.368737474949899724e+00,3.625133777447673111e+01
1.376753507014027988e+00,3.624696928153623077e+01
1.384769539078156253e+00,3.624085697601258005e+01
1.392785571142284518e+00,3.625096116088573694e+01
1.400801603206412782e+00,3.623577832346227723e+01
1.408817635270541047e+00,3.622278924528140465e+01
1.416833667334669311e+00,3.621472244371511806e+01
1.424849699398797576e+00,3.621293984042470981e+01
1.432865731462925840e+00,3.620496481790814869e+01
1.440881763527054105e+00,3.618988819062280271e+01
1.448897795591182369e+00,3.619745638582762837e+01
